method,selectivity,mask_seed,query,parameter,level_name,recall,distance_computations,portal_computations,payload_computations,adjacency_reads,visited_cells,summary_checks_query,child_reads_query,latency_ms,valid_count,materialization_ms,materialization_summary_checks,copies_used_mean,active_degree_mean,postfilter_candidate_pool_lower_bound
router1hop,0.003,0,18,32,V04,0.1,426.0,387.0,39,489.0,387.0,0,0,1.3102369999842267,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,18,32,V04,0.5,2270.0,2202.0,68,4258.0,239.0,4258,0,2.9523100000119484,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,18,32,L3,0.6,352.0,251.0,101,376.0,251.0,0,0,1.2423649999959707,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,18,32,V04,0.3,528.0,467.0,61,463.0,236.0,177,177,2.282086000008121,2894,13.597575999995115,49026,1.0,8.128668171557562,
active_c1,0.003,0,18,64,V04,0.6,505.0,382.0,123,610.0,382.0,0,0,2.2043769999982032,2894,8.598333999998431,30147,1.0,8.128668171557562,
active_c2,0.003,0,18,64,V04,0.9,674.0,543.0,131,1132.0,543.0,0,0,2.2630659999833824,2894,8.640858000006801,58878,2.0,15.878103837471784,
active_c4,0.003,0,18,64,V04,0.9,804.0,673.0,131,2202.0,673.0,0,0,2.31437399997958,2894,9.702291000024843,112882,4.0,30.718961625282166,
active_c8,0.003,0,18,64,V04,0.9,889.0,758.0,131,4098.0,758.0,0,0,2.250237999987803,2894,11.340669999981401,206739,8.0,56.41647855530474,
adaptive_deg,0.003,0,18,64,V04,0.8,578.0,449.0,129,806.0,449.0,0,0,2.280522000006613,2894,25.743295000012267,43096,1.4650112866817155,11.431715575620768,
router1hop,0.003,0,18,64,V04,0.6,733.0,653.0,80,970.0,653.0,0,0,2.3767879999923025,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,18,64,V04,0.7,4531.0,4400.0,131,8513.0,388.0,8513,0,5.502879000005123,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,18,64,L3,0.6,572.0,387.0,185,742.0,387.0,0,0,2.229244999995217,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,18,64,V04,0.8,832.0,712.0,120,785.0,385.0,376,376,4.126164000012977,2894,13.597575999995115,49026,1.0,8.128668171557562,
active_c1,0.003,0,18,128,V04,0.7,799.0,550.0,249,1193.0,550.0,0,0,4.045361000009962,2894,8.598333999998431,30147,1.0,8.128668171557562,
active_c2,0.003,0,18,128,V04,0.9,937.0,682.0,255,2239.0,682.0,0,0,3.9557470000204376,2894,8.640858000006801,58878,2.0,15.878103837471784,
active_c4,0.003,0,18,128,V04,0.9,1031.0,776.0,255,4347.0,776.0,0,0,3.7639779999949496,2894,9.702291000024843,112882,4.0,30.718961625282166,
active_c8,0.003,0,18,128,V04,0.9,1069.0,814.0,255,8019.0,814.0,0,0,3.54571199997622,2894,11.340669999981401,206739,8.0,56.41647855530474,
adaptive_deg,0.003,0,18,128,V04,0.9,862.0,611.0,251,1490.0,611.0,0,0,4.087833999989243,2894,25.743295000012267,43096,1.4650112866817155,11.431715575620768,
router1hop,0.003,0,18,128,V04,0.9,1154.0,999.0,155,1876.0,999.0,0,0,4.300884000002725,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,18,128,V04,0.8,8950.0,8696.0,254,17031.0,557.0,17031,0,10.922231999984433,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,18,128,L3,1.0,887.0,535.0,352,1460.0,535.0,0,0,4.182438000015054,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,18,128,V04,0.8,1381.0,1132.0,249,1550.0,550.0,769,769,7.80337199998371,2894,13.597575999995115,49026,1.0,8.128668171557562,
active_c1,0.003,0,18,256,V04,0.9,1196.0,739.0,457,2311.0,739.0,0,0,7.0057039999653625,2894,8.598333999998431,30147,1.0,8.128668171557562,
active_c2,0.003,0,18,256,V04,1.0,1284.0,822.0,462,4505.0,822.0,0,0,6.646044000007123,2894,8.640858000006801,58878,2.0,15.878103837471784,
active_c4,0.003,0,18,256,V04,1.0,1337.0,875.0,462,8683.0,875.0,0,0,6.096890000009125,2894,9.702291000024843,112882,4.0,30.718961625282166,
active_c8,0.003,0,18,256,V04,1.0,1361.0,899.0,462,15945.0,899.0,0,0,5.341226000012966,2894,11.340669999981401,206739,8.0,56.41647855530474,
adaptive_deg,0.003,0,18,256,V04,1.0,1232.0,770.0,462,2975.0,770.0,0,0,6.92380099999923,2894,25.743295000012267,43096,1.4650112866817155,11.431715575620768,
router1hop,0.003,0,18,256,V04,0.9,1615.0,1334.0,281,3548.0,1334.0,0,0,7.666556000003766,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,18,256,V04,1.0,19750.0,19289.0,461,38949.0,738.0,38949,0,21.603592999980492,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,18,256,L3,1.0,1260.0,610.0,650,2872.0,610.0,0,0,6.106543999976566,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,18,256,V04,0.9,1777.0,1320.0,457,2682.0,738.0,769,769,10.549780999980385,2894,13.597575999995115,49026,1.0,8.128668171557562,
prefilter_exact,0.003,0,21,0,V04,1.0,2894.0,0.0,2894,0.0,0.0,0,0,0.37936000001081993,2894,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.003,0,21,500,V04,0.4,,,4,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.003,0,21,1000,V04,0.7,,,7,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.003,0,21,2000,V04,0.7,,,7,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.003,0,21,4000,V04,1.0,,,10,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,4000.0
postfilter_hnsw,0.003,0,21,8000,V04,1.0,,,10,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.003,0,21,16000,V04,1.0,,,10,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,16000.0
active_c1,0.003,0,21,32,V04,0.7,343.0,274.0,69,374.0,274.0,0,0,1.4336119999995844,2894,8.598333999998431,30147,1.0,8.128668171557562,
active_c2,0.003,0,21,32,V04,0.7,486.0,413.0,73,658.0,413.0,0,0,1.2875319999636758,2894,8.640858000006801,58878,2.0,15.878103837471784,
active_c4,0.003,0,21,32,V04,0.7,638.0,571.0,67,1267.0,571.0,0,0,1.3607020000279135,2894,9.702291000024843,112882,4.0,30.718961625282166,
active_c8,0.003,0,21,32,V04,0.7,754.0,687.0,67,2312.0,687.0,0,0,1.3667309999902955,2894,11.340669999981401,206739,8.0,56.41647855530474,
adaptive_deg,0.003,0,21,32,V04,0.8,375.0,309.0,66,427.0,309.0,0,0,1.2905669999838665,2894,25.743295000012267,43096,1.4650112866817155,11.431715575620768,
router1hop,0.003,0,21,32,V04,0.4,589.0,533.0,56,671.0,533.0,0,0,1.4846089999878131,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,21,32,V04,0.7,2132.0,2063.0,69,3611.0,266.0,3611,0,3.0124399999920115,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,21,32,L3,0.7,423.0,292.0,131,410.0,292.0,0,0,1.3175970000247617,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,21,32,V04,0.7,520.0,450.0,70,450.0,245.0,171,171,2.2740130000045156,2894,13.597575999995115,49026,1.0,8.128668171557562,
active_c1,0.003,0,21,64,V04,0.9,529.0,393.0,136,623.0,393.0,0,0,2.2578290000012657,2894,8.598333999998431,30147,1.0,8.128668171557562,
active_c2,0.003,0,21,64,V04,0.9,712.0,572.0,140,1214.0,572.0,0,0,2.2802420000118673,2894,8.640858000006801,58878,2.0,15.878103837471784,
active_c4,0.003,0,21,64,V04,0.9,862.0,722.0,140,2436.0,722.0,0,0,2.3189100000138296,2894,9.702291000024843,112882,4.0,30.718961625282166,
active_c8,0.003,0,21,64,V04,0.9,950.0,810.0,140,4466.0,810.0,0,0,2.288023999994948,2894,11.340669999981401,206739,8.0,56.41647855530474,
adaptive_deg,0.003,0,21,64,V04,0.9,598.0,459.0,139,761.0,459.0,0,0,2.2767969999790694,2894,25.743295000012267,43096,1.4650112866817155,11.431715575620768,
router1hop,0.003,0,21,64,V04,0.9,845.0,736.0,109,1060.0,736.0,0,0,2.3466419999920163,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,21,64,V04,0.9,5134.0,4995.0,139,8920.0,398.0,8920,0,5.974276000017653,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,21,64,L3,1.0,669.0,433.0,236,788.0,433.0,0,0,2.344498999974576,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,21,64,V04,0.8,924.0,781.0,143,853.0,382.0,427,427,4.3231080000225575,2894,13.597575999995115,49026,1.0,8.128668171557562,
active_c1,0.003,0,21,128,V04,0.9,864.0,604.0,260,1209.0,604.0,0,0,4.2027070000187905,2894,8.598333999998431,30147,1.0,8.128668171557562,
active_c2,0.003,0,21,128,V04,0.9,1005.0,743.0,262,2377.0,743.0,0,0,4.074604999999565,2894,8.640858000006801,58878,2.0,15.878103837471784,
active_c4,0.003,0,21,128,V04,0.9,1091.0,829.0,262,4679.0,829.0,0,0,3.8103579999813064,2894,9.702291000024843,112882,4.0,30.718961625282166,
active_c8,0.003,0,21,128,V04,0.9,1139.0,877.0,262,8714.0,877.0,0,0,3.452651999992895,2894,11.340669999981401,206739,8.0,56.41647855530474,
adaptive_deg,0.003,0,21,128,V04,0.9,919.0,656.0,263,1501.0,656.0,0,0,4.132271000003129,2894,25.743295000012267,43096,1.4650112866817155,11.431715575620768,
router1hop,0.003,0,21,128,V04,0.9,1277.0,1088.0,189,2010.0,1088.0,0,0,4.338751000005914,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,21,128,V04,0.9,9308.0,9048.0,260,16614.0,604.0,16614,0,10.684415000014269,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,21,128,L3,1.0,971.0,567.0,404,1598.0,567.0,0,0,4.026943999974719,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,21,128,V04,0.9,1493.0,1233.0,260,1600.0,594.0,819,819,7.90224899998293,2894,13.597575999995115,49026,1.0,8.128668171557562,
active_c1,0.003,0,21,256,V04,1.0,1259.0,784.0,475,2343.0,784.0,0,0,7.084371999980021,2894,8.598333999998431,30147,1.0,8.128668171557562,
active_c2,0.003,0,21,256,V04,1.0,1344.0,869.0,475,4649.0,869.0,0,0,6.759955000006812,2894,8.640858000006801,58878,2.0,15.878103837471784,
active_c4,0.003,0,21,256,V04,1.0,1378.0,903.0,475,9195.0,903.0,0,0,5.795557999988432,2894,9.702291000024843,112882,4.0,30.718961625282166,
active_c8,0.003,0,21,256,V04,1.0,1389.0,914.0,475,17111.0,914.0,0,0,4.965502000004562,2894,11.340669999981401,206739,8.0,56.41647855530474,
adaptive_deg,0.003,0,21,256,V04,1.0,1295.0,820.0,475,2992.0,820.0,0,0,7.026674999991656,2894,25.743295000012267,43096,1.4650112866817155,11.431715575620768,
router1hop,0.003,0,21,256,V04,1.0,1774.0,1442.0,332,3815.0,1442.0,0,0,7.862360000018498,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,21,256,V04,1.0,20373.0,19898.0,475,38037.0,784.0,38037,0,22.463563000002296,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,21,256,L3,1.0,1329.0,621.0,708,3070.0,621.0,0,0,5.863169000036805,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,21,256,V04,1.0,1894.0,1419.0,475,2742.0,780.0,819,819,10.921701000000894,2894,13.597575999995115,49026,1.0,8.128668171557562,
prefilter_exact,0.003,0,24,0,V04,1.0,2894.0,0.0,2894,0.0,0.0,0,0,0.42761200000995814,2894,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.003,0,24,500,V04,0.0,,,0,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.003,0,24,1000,V04,0.2,,,2,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.003,0,24,2000,V04,0.8,,,8,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.003,0,24,4000,V04,1.0,,,10,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,4000.0
postfilter_hnsw,0.003,0,24,8000,V04,1.0,,,10,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.003,0,24,16000,V04,1.0,,,10,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,16000.0
active_c1,0.003,0,24,32,V04,0.6,287.0,222.0,65,285.0,222.0,0,0,1.2432960000126059,2894,8.598333999998431,30147,1.0,8.128668171557562,
active_c2,0.003,0,24,32,V04,0.8,429.0,366.0,63,589.0,366.0,0,0,1.2108969999928831,2894,8.640858000006801,58878,2.0,15.878103837471784,
active_c4,0.003,0,24,32,V04,0.9,599.0,531.0,68,1156.0,531.0,0,0,1.2387179999961972,2894,9.702291000024843,112882,4.0,30.718961625282166,
active_c8,0.003,0,24,32,V04,0.9,719.0,650.0,69,2089.0,650.0,0,0,1.2563550000095347,2894,11.340669999981401,206739,8.0,56.41647855530474,
adaptive_deg,0.003,0,24,32,V04,0.9,367.0,302.0,65,426.0,302.0,0,0,1.2937309999756508,2894,25.743295000012267,43096,1.4650112866817155,11.431715575620768,
router1hop,0.003,0,24,32,V04,0.6,479.0,429.0,50,544.0,429.0,0,0,1.2904669999898033,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,24,32,V04,0.9,2321.0,2257.0,64,3968.0,229.0,3968,0,2.8817949999790926,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,24,32,L3,0.6,422.0,308.0,114,472.0,308.0,0,0,1.3720390000173666,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,24,32,V04,0.9,547.0,483.0,64,432.0,231.0,203,203,2.2354349999886836,2894,13.597575999995115,49026,1.0,8.128668171557562,
active_c1,0.003,0,24,64,V04,0.8,500.0,379.0,121,572.0,379.0,0,0,2.116785999987769,2894,8.598333999998431,30147,1.0,8.128668171557562,
active_c2,0.003,0,24,64,V04,1.0,691.0,564.0,127,1157.0,564.0,0,0,2.2331210000174906,2894,8.640858000006801,58878,2.0,15.878103837471784,
active_c4,0.003,0,24,64,V04,1.0,838.0,708.0,130,2308.0,708.0,0,0,2.2803420000059305,2894,9.702291000024843,112882,4.0,30.718961625282166,
active_c8,0.003,0,24,64,V04,1.0,925.0,795.0,130,4253.0,795.0,0,0,2.2830460000022867,2894,11.340669999981401,206739,8.0,56.41647855530474,
adaptive_deg,0.003,0,24,64,V04,0.9,559.0,440.0,119,728.0,440.0,0,0,2.148142999999436,2894,25.743295000012267,43096,1.4650112866817155,11.431715575620768,
router1hop,0.003,0,24,64,V04,0.8,787.0,691.0,96,980.0,691.0,0,0,2.4004720000050384,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,24,64,V04,0.9,4553.0,4428.0,125,8022.0,386.0,8022,0,5.746845000004441,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,24,64,L3,0.8,665.0,451.0,214,856.0,451.0,0,0,2.772651000015003,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,24,64,V04,0.9,919.0,799.0,120,801.0,382.0,459,459,4.201025000014624,2894,13.597575999995115,49026,1.0,8.128668171557562,
active_c1,0.003,0,24,128,V04,1.0,835.0,591.0,244,1153.0,591.0,0,0,4.009727999999768,2894,8.598333999998431,30147,1.0,8.128668171557562,
active_c2,0.003,0,24,128,V04,1.0,985.0,739.0,246,2333.0,739.0,0,0,4.0477550000161955,2894,8.640858000006801,58878,2.0,15.878103837471784,
active_c4,0.003,0,24,128,V04,1.0,1074.0,828.0,246,4613.0,828.0,0,0,3.794774000027701,2894,9.702291000024843,112882,4.0,30.718961625282166,
active_c8,0.003,0,24,128,V04,1.0,1118.0,872.0,246,8594.0,872.0,0,0,3.6157960000196,2894,11.340669999981401,206739,8.0,56.41647855530474,
adaptive_deg,0.003,0,24,128,V04,1.0,894.0,650.0,244,1489.0,650.0,0,0,4.2154570000150215,2894,25.743295000012267,43096,1.4650112866817155,11.431715575620768,
router1hop,0.003,0,24,128,V04,1.0,1231.0,1058.0,173,1886.0,1058.0,0,0,4.291389999991679,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,24,128,V04,1.0,10644.0,10397.0,247,19133.0,594.0,19133,0,11.890975000000026,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,24,128,L3,1.0,962.0,565.0,397,1578.0,565.0,0,0,4.045652000002065,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,24,128,V04,1.0,1504.0,1256.0,248,1573.0,597.0,858,858,7.940317000020514,2894,13.597575999995115,49026,1.0,8.128668171557562,
active_c1,0.003,0,24,256,V04,1.0,1249.0,782.0,467,2351.0,782.0,0,0,7.126666000004889,2894,8.598333999998431,30147,1.0,8.128668171557562,
active_c2,0.003,0,24,256,V04,1.0,1342.0,871.0,471,4636.0,871.0,0,0,6.7971809999676225,2894,8.640858000006801,58878,2.0,15.878103837471784,
active_c4,0.003,0,24,256,V04,1.0,1374.0,903.0,471,9094.0,903.0,0,0,5.827736000014738,2894,9.702291000024843,112882,4.0,30.718961625282166,
active_c8,0.003,0,24,256,V04,1.0,1386.0,915.0,471,16956.0,915.0,0,0,5.173134000017399,2894,11.340669999981401,206739,8.0,56.41647855530474,
adaptive_deg,0.003,0,24,256,V04,1.0,1294.0,823.0,471,2994.0,823.0,0,0,6.947007000007943,2894,25.743295000012267,43096,1.4650112866817155,11.431715575620768,
router1hop,0.003,0,24,256,V04,1.0,1746.0,1449.0,297,3717.0,1449.0,0,0,7.877312000005077,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,24,256,V04,1.0,19827.0,19360.0,467,37289.0,782.0,37289,0,21.162338999971553,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,24,256,L3,1.0,1304.0,620.0,684,3051.0,620.0,0,0,7.396712000002026,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,24,256,V04,1.0,1912.0,1443.0,469,2771.0,784.0,858,858,11.16307400005212,2894,13.597575999995115,49026,1.0,8.128668171557562,
prefilter_exact,0.003,0,27,0,V04,1.0,2894.0,0.0,2894,0.0,0.0,0,0,0.403505999997833,2894,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.003,0,27,500,V04,0.0,,,0,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.003,0,27,1000,V04,0.1,,,1,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.003,0,27,2000,V04,0.5,,,5,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.003,0,27,4000,V04,1.0,,,10,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,4000.0
postfilter_hnsw,0.003,0,27,8000,V04,1.0,,,10,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,8000.0
postfilter_hnsw,0.003,0,27,16000,V04,1.0,,,10,,,0,0,30.73137680000002,2894,0.0,0,0.0,0.0,16000.0
active_c1,0.003,0,27,32,V04,0.5,320.0,245.0,75,351.0,245.0,0,0,1.274993000009772,2894,8.598333999998431,30147,1.0,8.128668171557562,
active_c2,0.003,0,27,32,V04,0.6,439.0,373.0,66,614.0,373.0,0,0,1.2318089999610038,2894,8.640858000006801,58878,2.0,15.878103837471784,
active_c4,0.003,0,27,32,V04,0.7,594.0,529.0,65,1213.0,529.0,0,0,1.2826749999987896,2894,9.702291000024843,112882,4.0,30.718961625282166,
active_c8,0.003,0,27,32,V04,0.7,691.0,626.0,65,2242.0,626.0,0,0,1.3356339999859301,2894,11.340669999981401,206739,8.0,56.41647855530474,
adaptive_deg,0.003,0,27,32,V04,0.4,328.0,257.0,71,382.0,257.0,0,0,1.1766560000125992,2894,25.743295000012267,43096,1.4650112866817155,11.431715575620768,
router1hop,0.003,0,27,32,V04,0.6,446.0,395.0,51,516.0,395.0,0,0,1.1946629999783909,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,27,32,V04,0.7,1067.0,991.0,76,1701.0,249.0,1701,0,2.5381000000095355,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,27,32,L3,0.6,372.0,251.0,121,380.0,251.0,0,0,1.2603899999703572,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,27,32,V04,0.5,532.0,457.0,75,452.0,232.0,214,214,2.271226999994269,2894,13.597575999995115,49026,1.0,8.128668171557562,
active_c1,0.003,0,27,64,V04,0.6,506.0,364.0,142,632.0,364.0,0,0,2.1810830000106307,2894,8.598333999998431,30147,1.0,8.128668171557562,
active_c2,0.003,0,27,64,V04,0.9,678.0,541.0,137,1215.0,541.0,0,0,2.2311479999927997,2894,8.640858000006801,58878,2.0,15.878103837471784,
active_c4,0.003,0,27,64,V04,0.9,780.0,643.0,137,2370.0,643.0,0,0,2.214853999987554,2894,9.702291000024843,112882,4.0,30.718961625282166,
active_c8,0.003,0,27,64,V04,0.9,850.0,713.0,137,4379.0,713.0,0,0,2.208334000016521,2894,11.340669999981401,206739,8.0,56.41647855530474,
adaptive_deg,0.003,0,27,64,V04,0.9,548.0,409.0,139,751.0,409.0,0,0,2.1974969999973837,2894,25.743295000012267,43096,1.4650112866817155,11.431715575620768,
router1hop,0.003,0,27,64,V04,0.7,758.0,664.0,94,1015.0,664.0,0,0,2.227111999985709,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,27,64,V04,0.9,3691.0,3554.0,137,6601.0,381.0,6601,0,5.287414999997964,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,27,64,L3,1.0,598.0,378.0,220,751.0,378.0,0,0,2.1686050000084833,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,27,64,V04,0.7,840.0,698.0,142,820.0,373.0,390,390,4.1017160000649255,2894,13.597575999995115,49026,1.0,8.128668171557562,
active_c1,0.003,0,27,128,V04,0.9,791.0,537.0,254,1219.0,537.0,0,0,4.021045000030199,2894,8.598333999998431,30147,1.0,8.128668171557562,
active_c2,0.003,0,27,128,V04,0.9,933.0,675.0,258,2356.0,675.0,0,0,4.0785400000231675,2894,8.640858000006801,58878,2.0,15.878103837471784,
active_c4,0.003,0,27,128,V04,0.9,996.0,738.0,258,4576.0,738.0,0,0,3.5791610000046603,2894,9.702291000024843,112882,4.0,30.718961625282166,
active_c8,0.003,0,27,128,V04,0.9,1044.0,786.0,258,8547.0,786.0,0,0,3.4095770000135417,2894,11.340669999981401,206739,8.0,56.41647855530474,
adaptive_deg,0.003,0,27,128,V04,0.9,837.0,579.0,258,1462.0,579.0,0,0,4.044238999995287,2894,25.743295000012267,43096,1.4650112866817155,11.431715575620768,
router1hop,0.003,0,27,128,V04,0.9,1184.0,1003.0,181,1968.0,1003.0,0,0,4.2535030000010465,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,27,128,V04,0.9,7537.0,7283.0,254,13981.0,537.0,13981,0,9.780047999981889,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,27,128,L3,1.0,894.0,495.0,399,1439.0,495.0,0,0,3.810187999988557,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,27,128,V04,0.9,1356.0,1102.0,254,1572.0,535.0,767,767,7.618122000025096,2894,13.597575999995115,49026,1.0,8.128668171557562,
active_c1,0.003,0,27,256,V04,1.0,1190.0,701.0,489,2320.0,701.0,0,0,6.773185000014337,2894,8.598333999998431,30147,1.0,8.128668171557562,
active_c2,0.003,0,27,256,V04,1.0,1271.0,782.0,489,4545.0,782.0,0,0,6.28166799998553,2894,8.640858000006801,58878,2.0,15.878103837471784,
active_c4,0.003,0,27,256,V04,1.0,1309.0,820.0,489,8815.0,820.0,0,0,5.420786000030375,2894,9.702291000024843,112882,4.0,30.718961625282166,
active_c8,0.003,0,27,256,V04,1.0,1339.0,850.0,489,16257.0,850.0,0,0,5.126503000013827,2894,11.340669999981401,206739,8.0,56.41647855530474,
adaptive_deg,0.003,0,27,256,V04,1.0,1225.0,736.0,489,2964.0,736.0,0,0,6.741847999990114,2894,25.743295000012267,43096,1.4650112866817155,11.431715575620768,
router1hop,0.003,0,27,256,V04,1.0,1605.0,1305.0,300,3591.0,1305.0,0,0,7.491201999982877,2894,30.077770000019655,63322,1.0,17.01297968397291,
lazy_qcap,0.003,0,27,256,V04,1.0,18214.0,17725.0,489,34807.0,701.0,34807,0,21.257713000011336,2894,8.598333999998431,30147,1.0,8.128668171557562,
native_active_c1,0.003,0,27,256,L3,1.0,1302.0,582.0,720,2871.0,582.0,0,0,6.065363000004709,2894,5.613775000000487,20019,1.0,10.617792421746293,
witness_c1,0.003,0,27,256,V04,1.0,1757.0,1268.0,489,2673.0,701.0,767,767,10.502603000020372,2894,13.597575999995115,49026,1.0,8.128668171557562,
prefilter_exact,0.003,1,1,0,V04,1.0,2895.0,0.0,2895,0.0,0.0,0,0,0.4373069999985546,2895,0.0,0,0.0,0.0,0.0
postfilter_hnsw,0.003,1,1,500,V04,0.1,,,1,,,0,0,30.73137680000002,2895,0.0,0,0.0,0.0,500.0
postfilter_hnsw,0.003,1,1,1000,V04,0.2,,,2,,,0,0,30.73137680000002,2895,0.0,0,0.0,0.0,1000.0
postfilter_hnsw,0.003,1,1,2000,V04,0.5,,,5,,,0,0,30.73137680000002,2895,0.0,0,0.0,0.0,2000.0
postfilter_hnsw,0.003,1,1,4000,V04,1.0,,,10,,,0,0,30.73137680000002,2895,0.0,0,0.0,0.0,4000.0
